Symbol,Name,Exchange,Industry,SIC Description
AUPH,Aurinia Pharm Ord,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
AUR,Aurora Innovation Inc Cl A,NASDAQ,Technology Services,SIC-7373 Services-Computer Integrated Systems Design
AURA,Aura Biosciences Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
AVA,Avista Corp,NYSE,Utility - Electric Power,SIC-4931 Electric & Other Services Combined
AVAH,Aveanna Healthcare Holdings Inc,NASDAQ,Medical - Outpatient & Hm Care,SIC-8082 Services-Home Health Care Services
AVAV,Aerovironment Inc,NASDAQ,Aerospace - Defense Equipment,SIC-3721 Aircraft
AVBP,Arrivent Biopharma Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
AVD,American Vanguard Corp,NYSE,Chemical - Specialty,SIC-2870 Agricultural Chemicals
AVDL,Avadel Pharmaceuticals Plc ADR,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
AVDX,Avidxchange Holdings Inc,NASDAQ,Internet - Software,SIC-7372 Services-Prepackaged Software
AVIR,Atea Pharmaceuticals Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
AVNS,Avanos Medical Inc,NYSE,Medical Instruments,"SIC-3842 Orthopedic, Prosthetic & Surgical Appliances"
AVNT,Avient Corp,NYSE,Chemical - Diversified,"SIC-2821 Plastic Materials, Synth Resins & Nonvulcan"
AVNW,Aviat Networks Inc,NASDAQ,Wireless Equipment,SIC-3663 Radio & Tv Broadcasting & Communications Equ
AVO,Mission Produce Inc,NASDAQ,Agriculture Operations,SIC-0700 Agricultural Services
AVPT,Avepoint Inc Cl A,NASDAQ,Technology Services,SIC-7372 Services-Prepackaged Software
AVTE,Aerovate Therapeutics Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
AVXL,Anavex Lf SC,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
AWR,American States Water Company,NYSE,Utility - Water Supply,SIC-4941 Water Supply
AX,Axos Financial Inc,NYSE,Finance - Misc Services,"SIC-6035 Savings Institution, Federally Chartered"
AXGN,Axogen Inc,NASDAQ,Medical Instruments,SIC-3845 Electromedical & Electrotherapeutic Apparatu
AXL,American Axle & Manufacturing,NYSE,Auto - Truck Original Parts,SIC-3714 Motor Vehicle Parts & Accessories
AXNX,Axonics Inc,NASDAQ,Medical Information Systems,SIC-3841 Surgical & Medical Instruments & Apparatus
AXSM,Axsome Thera,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
AZZ,Azz Inc,NYSE,Machinery - Electrical,"SIC-3470 Coating, Engraving & Allied Services"
B,Barnes Group,NYSE,Machinery - General Industrial,SIC-3490 Miscellaneous Fabricated Metal Products
BALY,Bally's Corp,NYSE,Hotels & Motels,SIC-7011 Hotels & Motels
BANC,First Pactrust Bancorp,NYSE,Banks - Southwest,SIC-6021 National Commercial Banks
BAND,Bandwidth Inc,NASDAQ,Communications Infrastructure,SIC-7372 Services-Prepackaged Software
BANF,Bancfirst Corp,NASDAQ,Banks - Southwest,SIC-6021 National Commercial Banks
BANR,Banner Corp,NASDAQ,Finance - Savings & Loan,SIC-6022 State Commercial Banks
BARK,Bark Inc,NYSE,Retail - Misc & Diversified,"SIC-5990 Retail-Retail Stores, NEC"
BASE,Couchbase Inc,NASDAQ,Internet - Software,SIC-7372 Services-Prepackaged Software
BATRA,Atlanta Braves Holdings Inc,NASDAQ,Conglomerates - Div Operations,SIC-7900 Services-Amusement & Recreation Services
BATRK,Atlanta Braves Holdings Inc C,NASDAQ,Conglomerates - Div Operations,
BBAI,Bigbear.Ai Holdings Inc,NYSE,IT Services,SIC-7372 Services-Prepackaged Software
BBCP,Concrete Pumping Holdings Inc,NASDAQ,Waste Removal Svcs,SIC-1700 Construction - Special Trade Contractors
BBIO,Bridgebio Pharma Inc,NASDAQ,Medical - Generic Drugs,SIC-2834 Pharmaceutical Preparations
BBSI,Barrett Business S,NASDAQ,Outsourcing,SIC-7363 Services-Help Supply Services
BBUC,Brookfield Business Corp,NYSE,N/A,
BBW,Build-A-Bear Workshop,NYSE,Retail - Misc & Diversified,"SIC-5945 Retail-Hobby, Toy & Game Shops"
BCAL,California Bancorp,NASDAQ,Banks - Southwest,SIC-6021 National Commercial Banks
BCBP,Bcb Bancorp Inc,NASDAQ,Banks - Northeast,"SIC-6035 Savings Institution, Federally Chartered"
BCC,Boise Cascade L.L.C.,NYSE,Building Products - Wood,SIC-5030 Wholesale-Lumber & Other Construction Materi
BCML,Bay Commercial Bk CA,NASDAQ,Banks - West,SIC-6022 State Commercial Banks
BCO,Brink's Company,NYSE,Outsourcing,SIC-4731 Arrangement of Transportation of Freight & C
BCPC,Balchem Corp,NASDAQ,Chemical - Specialty,SIC-2800 Chemicals & Allied Products
BCRX,Biocryst Pharma Inc,NASDAQ,Medical - Drugs,"SIC-2836 Biological Products, (No Disgnostic Substanc"
BDC,Belden Inc,NYSE,Wire & Cable Products,SIC-3357 Drawing & Insulating of Nonferrous Wire
BDN,Brandywine Realty Trust,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
BDTX,Black Diamond Therapeutics Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
BE,Bloom Energy Corp Cl A,NYSE,Other Alt Energy,SIC-3620 Electrical Industrial Apparatus
BEAM,Beam Therapeutics Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
BECN,Beacon Roofing Suppl,NASDAQ,Building Prds Retail - Wsale,SIC-5030 Wholesale-Lumber & Other Construction Materi
BELFA,BEL Fuse Cl A,NASDAQ,Electronics Products - Misc,"SIC-3677 Electronic Coils, Transformers & Other Induc"
BELFB,BEL Fuse Inc Cl B,NASDAQ,Electronics Products - Misc,"SIC-3677 Electronic Coils, Transformers & Other Induc"
BFC,Bank First National Corp [Wisconsin],NASDAQ,Banks - Northeast,SIC-6021 National Commercial Banks
BFH,Bread Financial Hldgs Inc,NYSE,Financial Transaction Services,SIC-6141 Personal Credit Institutions
BFS,Saul Centers,NYSE,REIT - Equity Trust Retail,SIC-6798 Real Estate Investment Trusts
BFST,Business First Bancshares Inc,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
BGC,Bgc Partners Cl A,NASDAQ,Finance - Investment Brokers,"SIC-6200 Security & Commodity Brokers, Dealers, Excha"
BGS,B&G Foods Holdings,NYSE,Food - Misc & Diversified,SIC-2000 Food and Kindred Products
BH,Biglari Holdings Inc,NYSE,Retail - Restaurants,SIC-5812 Retail-Eating Places
BHB,Bar Harbor Bankshares,NYSE Arca,Banks - Northeast,SIC-6022 State Commercial Banks
BHE,Benchmark Electronics,NYSE,Electronic Manufacturing,SIC-3672 Printed Circuit Boards
BHLB,Berkshire Hills Bancorp,NYSE,Finance - Savings & Loan,"SIC-6036 Savings Institutions, Not Federally Chartere"
BHR,Braemar Hotels & Resorts Inc,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
BHRB,Burke Herbert Financial Services Corp,NASDAQ,Finance - Misc Services,SIC-6021 National Commercial Banks
BHVN,Biohaven Ltd,NYSE,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
BIGC,Bigcommerce Holdings Inc,NASDAQ,Internet Commerce,SIC-7372 Services-Prepackaged Software
BIPC,Brookfield Infrastructure Partners LP Cl A,NYSE,Utility - Gas Distribution,SIC-4923 Natural Gas Transmission & Distribution
BJRI,Bj's Restaurants Inc,NASDAQ,Retail - Restaurants,SIC-5812 Retail-Eating Places
BKD,Brookdale Senior Living Inc,NYSE,Medical - Nursing Homes,SIC-8050 Services-Nursing & Personal Care Facilities
BKE,Buckle Inc,NYSE,Retail - Apparel & Shoes,SIC-5651 Retail-Family Clothing Stores
BKH,Black Hills Corp,NYSE,Utility - Electric Power,SIC-4911 Electric Services
BKSY,Blacksky Technology Inc,NYSE,Technology Services,SIC-3663 Radio & Tv Broadcasting & Communications Equ
BKU,BankUnited Inc,NYSE,Banks - Major Regional,"SIC-6035 Savings Institution, Federally Chartered"
